Index,Word,Syllables,Phonemes
1320,allege,2,4
1321,alleged,2,5
1322,allegedly,4,8
1323,alleges,3,6
1324,alleges,3,6
1325,Allegheny,4,7
1326,Allegheny,4,7
1327,allegiance,3,7
1328,allegiances,5,10
1329,allegiances,4,9
1330,alleging,3,6
1331,allegorical,5,10
1332,allegories,4,8
1333,allegory,4,7
1334,Allegro,3,6
1335,allele,3,5
1336,alleles,3,6
1337,Allen,2,4
1338,allene,2,4
1339,aller,2,3
1340,allergen,3,6
1341,allergens,3,7
1342,allergic,3,6
1343,allergies,3,6
1344,allergist,3,7
1345,allergists,3,6
1346,allergists,3,8
1347,allergy,3,5
1348,alleviate,4,7
1349,alleviated,5,9
1350,alleviated,5,9
1351,alleviates,4,8
1352,alleviating,5,9
1353,alley,2,3
1354,alleys,2,4
1355,alleyway,3,5
1356,alleyways,3,6
1357,Allgood,2,5
1358,Alliance,3,6
1359,alliances,4,8
1360,alliances,4,8
1361,Allied,2,4
1362,Allied,2,4
1363,allies,2,4
1364,allies,2,4
1365,alligator,4,7
1366,alligators,4,8
1367,alliteration,5,9
1368,alliterative,5,9
1369,alliterative,5,9
1370,allocate,3,6
1371,allocated,4,8
1372,allocates,3,7
1373,allocating,4,8
1374,allocation,4,8
1375,allocations,4,9
1376,allot,2,4
1377,allotment,3,8
1378,allotments,3,9
1379,allots,2,5
1380,allotted,3,6
1381,allotting,3,6
1382,allow,2,3
1383,allowable,4,7
1384,allowance,3,6
1385,allowances,4,8
1386,allowed,2,4
1387,allowing,3,5
1388,allows,2,4
1389,alloy,2,3
1390,alloys,2,4
1391,alls,1,3
1392,allspice,2,6
1393,allude,2,4
1394,alluded,3,6
1395,alludes,2,5
1396,alluding,3,6
1397,allure,2,4
1398,allured,2,5
1399,alluring,3,6
1400,allusion,3,6
1401,allusions,3,7
1402,Alluvial,4,7
1403,Ally,2,3
1404,Ally,2,3
1405,allying,3,5
1406,allying,3,5
1407,Alma,2,4
1408,Alma,2,4
1409,Almanac,3,7
1410,Almighty,3,6
1411,almond,2,5
1412,almonds,2,7
1413,almost,2,6
1414,Alms,1,4
1415,Alms,1,3
1416,aloe,2,3
1417,aloft,2,5
1418,Aloha,3,5
1419,alone,2,4
1420,along,2,4
1421,alongside,3,7
1422,aloof,2,4
1423,aloud,2,4
1424,alpaca,3,6
1425,Alpha,2,4
1426,alphabet,3,7
1427,alphabetical,5,11
1428,alphabetically,5,11
1429,alphabetize,4,9
1430,alphabetized,4,10
1431,alphabetizing,5,11
1432,alphanumeric,5,11
1433,Alpine,2,5
1434,Alps,1,4
1435,already,3,6
1436,already,3,5
1437,Alright,2,5
1438,Als,1,3
1439,Alsatian,3,7
1440,also,2,4
1441,alt,1,3
1442,Altair,2,5
1443,altar,2,4
1444,altarpiece,3,7
1445,altars,2,5
1446,alter,2,4
1447,alteration,4,8
1448,alterations,4,9
1449,altercation,4,9
1450,altered,2,5
1451,altering,3,6
1452,alternate,3,7
1453,alternate,3,7
1454,alternated,4,9
1455,alternately,4,9
1456,alternates,3,8
1457,alternating,4,9
1458,alternation,4,9
1459,alternative,4,9
1460,alternatively,5,11
1461,alternatives,4,10
1462,alternator,4,8
1463,alters,2,5
1464,Althea,3,5
1465,Although,2,4
1466,altimeter,4,8
1467,Altiplano,4,9
1468,altitude,3,7
1469,altitudes,3,8
1470,Alto,2,4
1471,altogether,4,8
1472,Altos,2,5
1473,Altos,2,5
1474,altruism,4,9
1475,altruistic,4,10
1476,alum,2,4
1477,alum,2,4
1478,aluminium,4,9
1479,aluminium,4,8
1480,aluminum,4,8
1481,alumna,3,6
1482,alumni,3,6
1483,alumnus,3,7
1484,alums,2,5
1485,alveolar,4,7
1486,alveoli,4,7
1487,always,2,5
1488,always,2,5
1489,Aly,2,3
1490,Alzheimer,3,8
1491,Alzheimer,3,7
1492,am,1,2
1493,am,2,3
1494,Amal,2,4
1495,amalgam,3,7
1496,Amalgamated,5,11
1497,amalgamation,5,11
1498,Amar,2,4
1499,amaranth,3,6
1500,amaretto,4,7
1501,Amargosa,4,8
1502,Amarillo,4,6
1503,Amaryllis,4,7
1504,Amaryllis,4,7
1505,amass,2,4
1506,amassed,2,5
1507,amasses,3,6
1508,amassing,3,6
1509,amateur,3,5
1510,amateur,3,5
1511,amateurish,4,7
1512,amateurism,5,9
1513,amateurs,3,6
1514,amateurs,3,6
1515,amaze,2,4
1516,amazed,2,5
1517,amazement,3,8
1518,amazes,3,6
1519,amazing,3,6
1520,amazingly,4,8
1521,Amazon,3,6
1522,Amazonian,5,9
1523,Amazons,3,7
1524,Ambassador,4,8
1525,ambassadorial,6,12
1526,ambassadors,4,9
1527,ambassadorship,5,11
1528,Amber,2,4
1529,ambergris,3,8
1530,Ambers,2,5
1531,ambiance,3,7
1532,ambidextrous,4,12
1533,ambidextrous,4,12
1534,ambience,3,7
1535,ambient,3,7
1536,ambiguities,5,11
1537,ambiguity,5,10
1538,ambiguous,4,9
1539,ambition,3,7
1540,ambitions,3,8
1541,ambitious,3,7
1542,ambitiously,4,9
1543,ambivalence,4,10
1544,ambivalent,4,10
1545,amble,2,5
1546,ambled,2,6
1547,Ambler,2,5
1548,ambling,3,7
1549,ambling,2,6
1550,Ambrose,2,6
1551,ambrosia,3,7
1552,ambrosial,3,8
1553,ambulance,3,9
1554,ambulances,4,11
1555,ambulances,4,11
1556,ambulatory,5,11
1557,ambush,2,5
1558,ambushed,2,6
1559,ambushes,3,7
1560,ambushing,3,7
1561,Ame,1,2
1562,Amelia,3,6
1563,ameliorate,4,8
1564,ameliorated,6,10
1565,ameliorated,5,10
1566,amelioration,5,10
1567,Amen,2,4
1568,Amen,2,4
1569,amenable,4,8
1570,amenable,4,8
1571,amend,2,5
1572,amended,3,7
1573,amended,3,7
1574,amending,3,7
1575,Amendment,3,9
1576,amendments,3,10
1577,amends,2,6
1578,amenities,4,8
1579,amenities,4,8
1580,America,4,7
1581,America,4,7
1582,American,4,8
1583,American,4,8
1584,Americana,5,9
1585,Americanism,6,12
1586,Americanization,7,14
1587,Americanize,5,10
1588,Americanized,5,11
1589,Americans,4,9
1590,Americans,4,9
1591,Americas,4,8
1592,Americas,4,8
1593,amethyst,3,7
1594,Amex,2,5
1595,ami,2,3
1596,amiability,6,10
1597,amiable,4,7
1598,amiably,4,7
1599,amicable,4,8
1600,amicably,4,8
1601,Amicus,3,6
1602,amid,2,4
1603,amidships,3,8
1604,amidst,2,6
1605,Amie,2,3
1606,amiga,3,5
1607,amigo,3,5
1608,amigos,3,6
1609,Amin,2,4
1610,amino,3,5
1611,Amir,2,4
1612,Amir,2,4
1613,amis,2,4
1614,Amish,2,4
1615,Amish,2,4
1616,amiss,2,4
1617,Amity,3,5
1618,Amman,2,4
1619,Amman,2,4
1620,ammeter,3,5
1621,ammo,2,3
1622,ammonia,3,6
1623,ammonium,4,7
1624,ammunition,4,9
1625,amnesia,3,6
1626,amnesiac,4,8
1627,amnesty,3,7
1628,amniocentesis,6,13
1629,amniotic,4,8
1630,amoeba,3,5
1631,amoebas,3,6
1632,amoebic,3,6
1633,amok,2,4
1634,among,2,4
1635,amongst,2,6
1636,Amor,2,3
1637,amoral,3,6
1638,Amoroso,4,7
1639,amorous,3,5
1640,amorphous,3,7
1641,amortization,5,10
1642,amortize,3,6
1643,amortized,3,7
1644,amortizing,4,8
1645,Amos,2,4
1646,amount,2,5
1647,amounted,3,6
1648,amounted,3,7
1649,amounting,3,6
1650,amounting,3,7
1651,amounts,2,6
1652,amp,1,3
1653,amperage,3,6
1654,ampersand,3,8
1655,amphetamine,4,9
1656,amphetamines,4,10
1657,amphibian,4,8
1658,amphibians,4,9
1659,amphibious,4,8
1660,amphitheater,5,9
1661,amphitheatre,5,9
1662,amphora,3,5
1663,ample,2,5
1664,amplification,5,12
1665,amplified,3,8
1666,amplifier,4,8
1667,amplifiers,4,9
1668,amplifies,3,8
1669,amplify,3,7
1670,amplifying,4,9
1671,amplitude,3,8
1672,amply,2,5
1673,amputate,3,8
1674,amputated,4,10
1675,amputation,4,10
1676,amputations,4,11
1677,amputee,3,7
1678,amputees,3,8
1679,Amsterdam,3,8
1680,Amtrak,2,6
1681,amuck,2,4
1682,amulet,3,7
1683,amulets,3,8
1684,amuse,2,5
1685,amused,2,6
1686,amusement,3,9
1687,amusements,3,10
1688,amuses,3,7
1689,amusing,3,7
1690,amusingly,4,9
1691,Amy,2,3
1692,amygdala,4,8
1693,an,1,2
1694,an,1,2
1695,Ana,2,3
1696,Ana,2,3
1697,Anabaptist,4,10
1698,anabolic,4,8
1699,anachronism,5,11
1700,anachronisms,5,12
1701,anachronistic,5,12
1702,Anaconda,4,8
1703,anaerobic,4,7
1704,anaesthesia,4,8
1705,anagram,3,7
1706,Anaheim,3,6
1707,anal,2,4
1708,analgesic,4,9
1709,analgesics,4,10
1710,analog,3,6
1711,analogies,4,8
1712,analogous,4,8
1713,analogue,3,6
1714,analogy,4,7
1715,analyses,4,8
1716,analysis,4,8
1717,analysis,4,8
1718,analyst,3,7
1719,analyst,3,7
1720,analysts,3,6
1721,analysts,3,8
1722,analysts,3,6
1723,analysts,3,8
1724,analytic,4,8
1725,analytical,5,10
1726,analyzable,5,10
1727,analyze,3,6
1728,analyzed,3,7
1729,analyzer,4,7
1730,analyzers,4,8
1731,analyzes,4,8
1732,analyzing,4,8
1733,Anaphylaxis,5,11
1734,anarchic,3,7
1735,anarchist,3,7
1736,anarchists,3,8
1737,anarchy,3,5
1738,Anas,2,4
1739,anathema,4,7
1740,Anatolian,5,9
1741,anatomical,5,10
1742,anatomical,5,10
1743,anatomically,5,10
1744,anatomist,4,9
1745,anatomist,4,9
1746,anatomy,4,7
1747,ancestor,3,7
1748,ancestors,3,8
1749,ancestral,3,9
1750,ancestry,3,8
1751,anchor,2,4
1752,Anchorage,3,6
1753,Anchorage,2,6
1754,anchored,2,5
1755,anchoring,3,6
1756,anchorman,3,7
1757,anchorman,3,7
1758,anchormen,3,7
1759,anchors,2,5
1760,anchovies,3,7
1761,anchovies,3,7
1762,anchovy,3,6
1763,anchovy,3,6
1764,ancient,2,6
1765,ancient,2,6
1766,ancients,2,7
1767,ancients,2,7
1768,ancillary,4,8
1769,and,1,3
1770,and,1,3
1771,Andante,3,7
1772,Andean,3,6
1773,Anders,2,5
1774,Anderson,3,7
1775,Andes,2,5
1776,andiron,3,6
1777,Andre,2,5
1778,Andrew,2,5
1779,androgynous,4,10
1780,androgyny,4,9
1781,android,2,6
1782,androids,2,7
1783,Andromeda,4,9
1784,ands,1,4
1785,Ane,1,2
1786,Ane,1,2
1787,anecdotal,4,9
1788,anecdotal,4,9
1789,anecdotally,5,10
1790,anecdotally,5,10
1791,anecdote,3,7
1792,anecdotes,3,8
1793,anecdotes,3,8
1794,anemia,4,6
1795,anemias,4,7
1796,anemic,3,6
1797,Anemometer,5,9
1798,anemone,3,6
1799,anemone,4,7
1800,anesthesia,4,8
1801,anesthesiologist,7,15
1802,Anesthesiologists,7,14
1803,Anesthesiologists,7,16
1804,Anesthesiology,7,13
1805,anesthetic,4,9
1806,anesthetics,4,10
1807,anesthetist,4,10
1808,aneurism,4,9
1809,aneurism,3,8
1810,anew,2,3
1811,anew,2,4
1812,Angel,2,5
1813,Angeles,3,7
1814,angelfish,3,8
1815,angelic,3,7
1816,Angelica,4,8
1817,Angelica,4,8
1818,angelically,4,9
1819,Angelina,4,8
1820,Angeline,3,7
1821,Angeline,3,7
1822,angels,2,6
1823,anger,2,4
1824,angered,2,5
1825,angering,3,6
1826,angers,2,5
1827,angina,3,6
1828,angiogram,4,9
1829,angioplasty,5,11
1830,angle,2,5
1831,angled,2,6
1832,angler,2,5
1833,anglers,2,6
1834,angles,2,6
1835,Anglican,3,8
1836,Anglicized,3,8
1837,angling,2,6
1838,Anglo,2,5
1839,Anglophile,3,8
1840,Anglos,2,6
1841,Anglos,2,6
1842,Angola,3,6
1843,angora,3,6
1844,angrier,3,6
1845,angriest,3,8
1846,angrily,3,7
1847,angry,2,5
1848,angst,1,5
1849,Angstrom,2,7
1850,angstroms,2,8
1851,anguish,2,6
1852,anguished,2,7
1853,angular,3,7
1854,angulated,4,10
1855,Angus,2,5
1856,anhydride,3,8
1857,aniline,3,6
1858,animal,3,6
1859,animals,3,7
1860,animate,3,6
1861,animate,3,6
1862,animated,4,8
1863,animated,4,8
1864,animates,3,7
1865,animates,3,7
1866,animation,4,8
1867,animations,4,9
1868,animator,4,7
1869,animators,4,8
1870,animists,3,6
1871,animists,3,8
1872,animosities,5,10
1873,animosity,5,9
1874,animus,3,6
1875,anise,2,4
1876,anisette,3,6
1877,Ankara,3,5
1878,ankh,1,3
1879,ankle,2,5
1880,anklebone,3,8
1881,ankles,2,6
1882,anklet,2,6
1883,anklets,2,7
1884,Ann,1,2
1885,Anna,2,3
1886,annal,2,4
1887,annals,2,5
1888,Annapolis,4,8
1889,Annas,2,4
1890,Anne,1,2
1891,annex,2,5
1892,annex,2,5
1893,annexation,4,9
1894,annexed,2,6
1895,annexed,2,6
1896,annexes,3,7
1897,annexing,3,7
1898,Annie,2,3
1899,annihilate,4,7
1900,annihilated,5,9
1901,annihilating,5,9
1902,annihilation,5,9
1903,anniversaries,5,9
1904,anniversary,5,8
1905,Anno,2,3
1906,annotate,3,6
1907,annotated,4,8
1908,annotated,4,8
1909,annotating,4,8
1910,annotating,4,8
1911,annotations,4,9
1912,announce,2,5
1913,announced,2,6
1914,announcement,3,9
1915,announcement,3,9
1916,announcements,3,10
1917,Announcer,3,6
1918,announcers,3,7
1919,announces,3,7
1920,announcing,3,7
1921,annoy,2,3
1922,annoyance,3,6
1923,annoyances,4,8
1924,annoyed,2,4
1925,annoying,3,5
1926,annoys,2,4
1927,annual,3,6
1928,annually,4,7
1929,annuals,3,6
1930,annuities,4,7
1931,annuity,4,6
1932,annuity,4,6
1933,annuity,4,7
1934,annul,2,4
1935,annular,3,6
1936,annulled,2,5
1937,annulment,3,8
1938,annum,2,4
1939,Anode,2,4
1940,anoint,2,5
1941,anointed,3,6
1942,anointed,3,6
1943,anointed,3,7
1944,anointed,3,7
1945,anomalies,4,8
1946,anomalous,4,8
1947,anomaly,4,7
1948,anonymity,5,9
1949,anonymous,4,8
1950,anonymously,5,10
1951,anorexia,5,8
1952,anorexic,4,8
1953,anorexics,4,9
1954,another,3,5
1955,Anschluss,2,6
1956,Anschluss,2,6
1957,answer,2,4
1958,answerable,4,8
1959,answered,2,5
1960,answering,3,6
1961,answers,2,5
1962,ant,1,3
1963,antacid,3,7
1964,antacids,3,8
1965,antagonism,5,11
1966,antagonist,4,10
1967,antagonistic,5,12
1968,antagonists,4,9
1969,antagonists,4,11
1970,antagonize,4,9
1971,antagonized,4,10
1972,antagonizing,5,11
1973,Antarctic,3,7
1974,Antarctic,3,9
1975,Antarctica,4,8
1976,Antarctica,4,10
1977,Antares,3,7
1978,ante,2,4
1979,anteater,3,6
1980,antebellum,4,9
1981,antecedent,4,10
1982,antecedent,4,10
1983,antecedents,4,11
1984,antecedents,4,11
1985,Anted,2,5
1986,Anted,2,5
1987,antelope,3,7
1988,antemortem,4,10
1989,antenna,3,6
1990,antennae,3,6
1991,antennas,3,7
1992,anterior,4,7
1993,antes,2,5
1994,anthem,2,5
1995,anthems,2,6
1996,anthill,2,6
1997,anthills,2,7
1998,anthologies,4,9
1999,anthology,4,8
2000,Anthony,3,6
2001,anthracite,3,8
2002,anthrax,2,7
2003,anthropological,6,14
2004,anthropologist,5,13
2005,anthropologist,5,13
2006,anthropologists,5,14
2007,anthropologists,5,12
2008,anthropologists,5,13
2009,anthropologists,5,14
2010,anthropology,5,11
2011,anti,2,4
2012,anti,2,4
2013,antiaircraft,4,11
2014,antibacterial,6,13
2015,antibiotic,5,10
2016,antibiotic,5,10
2017,antibiotics,5,11
2018,antibiotics,5,11
2019,antibodies,4,8
2020,antibodies,4,9
2021,antibodies,4,9
2022,antibody,4,8
2023,antibody,4,8
2024,antic,2,5
2025,anticipate,4,9
2026,anticipated,5,11
2027,anticipated,5,11
2028,anticipates,4,10
2029,anticipating,5,11
2030,anticipation,5,11
2031,anticipation,5,11
2032,anticipations,5,12
2033,anticipations,5,12
2034,anticipatory,6,12
2035,anticlimactic,5,13
2036,anticline,3,8
2037,anticommunist,5,13
2038,antics,2,6
2039,antidepressant,5,13
2040,antidepressants,5,14
2041,antidepressants,5,14
2042,antidisestablishmentarianism,12,28
2043,antidote,3,6
2044,antidote,3,7
2045,antifreeze,3,8
2046,antifungal,4,10
2047,antifungal,4,10
2048,antigen,3,7
2049,antigens,3,8
2050,Antigone,4,7
2051,antigovernment,5,12
2052,antigovernment,5,12
2053,antihistamine,5,12
2054,antihistamines,5,13
2055,Antilles,3,7
2056,antimatter,4,7
2057,antimissile,4,9
2058,antioxidant,5,12
2059,antioxidants,5,13
2060,antipathy,4,8
2061,antiquated,4,10
2062,antiquated,4,10
2063,antique,2,5
2064,antiques,2,6
2065,antiquities,4,10
2066,antiquity,4,9
2067,antiseptic,4,10
2068,antisocial,4,9
2069,antisocial,4,9
2070,antitank,3,8
2071,antithesis,4,9
2072,antithetical,5,11
2073,antitoxin,4,10
2074,antitrust,3,9
2075,antiviral,4,9
2076,antiwar,3,7
2077,antiwar,3,7
2078,antler,2,5
2079,antlers,2,6
2080,Antoinette,3,8
2081,Antonio,4,7
2082,Antony,3,6
2083,ants,1,4
2084,antsy,2,5
2085,Antwerp,2,6
2086,anus,2,4
2087,anvil,2,5
2088,anxieties,4,8
2089,anxiety,4,7
2090,anxious,2,6
2091,anxious,2,5
2092,anxiously,3,8
2093,any,2,3
2094,anybody,4,7
2095,anyhow,3,5
2096,anymore,3,6
2097,anyone,3,6
2098,anyone,3,6
2099,anyplace,3,7
2100,anything,3,6
2101,anytime,3,6
2102,anyway,3,5
2103,anyways,3,6
2104,anywhere,3,7
2105,anywhere,3,6
2106,aorta,3,5
2107,aortic,3,6
2108,apace,2,4
2109,Apache,3,5
2110,Apaches,3,6
2111,apart,2,5
2112,apartheid,3,7
2113,apartheid,3,7
2114,apartment,3,9
2115,apartments,3,10
2116,apathetic,4,8
2117,apathy,3,5
2118,apatite,3,6
2119,ape,1,2
2120,apelike,2,5
2121,aperture,3,5
2122,apes,1,3
2123,Apex,2,5
2124,aphasia,3,5
2125,aphid,2,4
2126,aphid,2,4
2127,aphids,2,5
2128,aphids,2,5
2129,aphorism,4,7
2130,aphorisms,4,8
2131,aphrodisiac,5,10
2132,Aphrodite,4,8
2133,apiece,2,4
2134,aping,2,4
2135,aplenty,3,7
2136,aplomb,2,5
2137,apnea,3,5
2138,apocalypse,4,9
2139,apocalyptic,5,11
2140,apogee,3,5
2141,apolitical,5,10
2142,Apollo,3,5
2143,Apollonian,5,9
2144,apologetic,5,10
2145,apologies,4,8
2146,apologist,4,9
2147,apologists,4,8
2148,apologists,4,9
2149,apologists,4,10
2150,apologize,4,8
2151,apologized,4,9
2152,apologizes,5,10
2153,apologizing,5,10
2154,apology,4,7
2155,apoplectic,4,10
2156,apoplexy,4,9
2157,apostate,3,7
2158,Apostle,3,6
2159,apostles,3,7
2160,apostrophe,4,9
2161,apothecary,5,9
2162,apotheosis,5,9
2163,app,1,2
2164,Appalachia,5,8
2165,Appalachian,4,8
2166,Appalachian,4,8
2167,Appalachian,4,8
2168,Appalachians,4,9
2169,Appalachians,4,9
2170,Appalachians,4,9
2171,appalled,2,5
2172,appalling,3,6
2173,appallingly,4,8
2174,appalls,2,5
2175,apparatchik,4,7
2176,apparatus,4,7
2177,apparatuses,5,9
2178,apparel,3,6
2179,apparel,3,6
2180,apparent,3,7
2181,Apparently,4,9
2182,apparition,4,7
2183,apparitions,4,8
2184,appeal,2,4
2185,appealed,2,5
2186,appealing,3,6
2187,appeals,2,5
2188,appear,2,4
2189,appearance,3,7
2190,appearances,4,9
2191,appeared,2,5
2192,appearing,3,6
2193,appears,2,5
2194,appease,2,4
2195,appeased,2,5
2196,appeasement,3,8
2197,appeasing,3,6
2198,appel,2,4
2199,appellate,3,6
2200,appellate,3,6
2201,appellation,4,8
2202,appendage,3,7
2203,appendages,4,9
2204,appendectomies,5,12
2205,appendectomy,5,11
2206,appended,3,7
2207,appendix,3,8
2208,appendixes,4,10
2209,appetite,3,6
2210,appetites,3,7
2211,appetizer,4,7
2212,appetizers,4,8
2213,appetizing,4,8
2214,applaud,2,5
2215,applauded,3,7
2216,applauded,3,7
2217,applauding,3,7
2218,applauds,2,6
2219,applause,2,5
2220,apple,2,4
2221,apples,2,5
2222,applesauce,3,7
2223,appliance,3,7
2224,appliances,4,9
2225,appliances,4,9
2226,applicability,6,12
2227,applicable,4,9
2228,applicant,3,8
2229,applicants,3,9
2230,application,4,9
2231,applications,4,10
2232,applicator,4,8
2233,applied,2,5
2234,applies,2,5
2235,Appling,3,6
2236,Appling,2,5
2237,apply,2,4
2238,applying,3,6
2239,appoint,2,5
2240,appointed,3,7
2241,appointed,3,7
2242,appointee,3,6
2243,appointee,3,6
2244,appointees,3,7
2245,appointees,3,7
2246,appointing,3,7
2247,appointment,3,9
2248,appointments,3,10
2249,appoints,2,6
2250,apportioned,3,8
2251,appraisal,3,7
2252,appraisals,3,8
2253,appraise,2,5
2254,appraised,2,6
2255,appraiser,3,6
2256,appraisers,3,7
2257,appraising,3,7
2258,appreciable,4,9
2259,appreciably,4,9
2260,appreciate,4,8
2261,appreciated,5,10
2262,appreciates,4,9
2263,appreciating,5,10
2264,appreciation,5,10
2265,appreciative,5,10
2266,appreciative,4,10
2267,appreciatively,6,12
2268,appreciatively,5,12
2269,apprehend,3,8
2270,apprehended,4,10
2271,apprehending,4,10
2272,apprehension,4,10
2273,apprehensions,4,11
2274,apprehensive,4,10
2275,apprehensive,4,10
2276,apprentice,3,8
2277,apprentice,3,8
2278,apprenticed,3,9
2279,apprentices,4,10
2280,apprenticeship,4,11
2281,apprenticeships,4,12
2282,apprise,2,5
2283,apprised,2,6
2284,approach,2,5
2285,approachable,4,9
2286,approached,2,6
2287,approaches,3,7
2288,approaches,3,7
2289,approaching,3,7
2290,approbation,4,9
2291,appropriate,4,9
2292,appropriate,4,9
2293,appropriated,5,11
2294,appropriately,5,11
2295,appropriateness,5,12
2296,appropriating,5,11
2297,appropriation,5,11
2298,appropriations,5,12
2299,approval,3,7
2300,approvals,3,8
2301,approve,2,5
2302,approved,2,6
2303,approves,2,6
2304,approving,3,7
2305,approximate,4,10
2306,approximate,4,10
2307,approximated,5,12
2308,approximately,5,12
2309,approximates,4,11
2310,approximates,4,11
2311,approximating,5,12
2312,approximation,5,12
2313,approximations,5,13
2314,apps,1,3
2315,apricot,3,7
2316,apricots,3,8
2317,April,2,5
2318,apron,2,5
2319,aprons,2,6
2320,apropos,3,6
2321,apt,1,3
2322,aptitude,3,7
2323,aptitudes,3,8
2324,aptly,2,5
2325,Aqua,2,4
2326,Aqua,2,4
2327,aqualung,3,7
2328,Aquamarine,4,8
2329,aquarium,4,8
2330,aquariums,4,9
2331,Aquarius,4,8
2332,aquatic,3,7
2333,aquatic,3,7
2334,aqueduct,3,8
2335,aqueducts,3,9
2336,aqueous,3,6
2337,aquifer,3,6
2338,Aquila,3,6
2339,Aquilino,4,8
2340,Aquinas,3,7
2341,ar,1,2
2342,Ara,2,3
2343,Arab,2,4
2344,Arab,2,4
2345,Arabia,4,5
2346,Arabian,4,6
2347,Arabians,4,7
2348,Arabic,3,6
2349,Arabic,3,6
2350,Arable,3,6
2351,Arabs,2,5
2352,Arabs,2,5
2353,Arachnid,3,6
2354,Arachnid,3,6
2355,Arachnids,3,7
2356,Arachnids,3,7
2357,Arango,3,6
2358,Arapaho,4,6
2359,arb,1,3
2360,arbiter,3,6
2361,arbiters,3,7
2362,arbitrage,3,8
2363,arbitrager,4,9
2364,arbitrageurs,4,10
2365,arbitrarily,5,11
2366,arbitrary,4,9
2367,arbitrary,4,9
2368,arbitrate,3,8
2369,arbitrates,3,9
2370,arbitration,4,10
2371,arbitrations,4,11
2372,arbitrator,4,9
2373,Arbor,2,4
2374,arboreal,4,8
2375,arboretum,4,8
2376,arbour,2,4
2377,arbs,1,4
2378,Arc,1,3
2379,arcade,2,5
2380,arcades,2,6
2381,Arcadia,4,7
2382,Arcadians,4,9
2383,arcana,3,6
2384,arcane,2,5
2385,Arcanum,3,7
2386,arch,1,3
2387,archaeological,6,12
2388,archaeologist,5,11
